,size
642,0.0012235641479492188
643,0.051387786865234375
644,0.005549430847167969
645,0.0015363693237304688
646,0.018197059631347656
647,0.07326984405517578
648,0.009097099304199219
649,0.027538299560546875
650,0.00732421875
651,0.007321357727050781
652,0.09845542907714844
653,0.002574920654296875
654,0.0027217864990234375
655,0.013767242431640625
656,0.0037078857421875
657,0.08167839050292969
658,0.00041484832763671875
659,0.004715919494628906
660,0.0016164779663085938
661,0.02541065216064453
662,0.03007984161376953
663,0.04714012145996094
664,0.45581817626953125
665,0.0019712448120117188
666,0.0003147125244140625
667,0.00151824951171875
668,0.0787496566772461
669,0.00368499755859375
670,0.008701324462890625
671,0.019739151000976562
672,0.0013742446899414062
673,0.11357498168945312
674,0.003912925720214844
675,0.0010614395141601562
676,0.0015802383422851562
677,0.0019960403442382812
678,0.61376953125
679,0.00037670135498046875
680,0.012584686279296875
681,0.15140247344970703
682,0.33708763122558594
683,0.0024747848510742188
684,0.015564918518066406
685,0.000904083251953125
686,0.07268524169921875
687,0.00250244140625
688,0.00019168853759765625
689,0.0026264190673828125
690,0.01907062530517578
691,0.002849578857421875
692,0.017009735107421875
693,1.1692619323730469
694,0.0033559799194335938
695,0.00025463104248046875
696,0.004970550537109375
697,0.015232086181640625
698,0.001720428466796875
699,0.0794219970703125
700,0.38759708404541016
701,0.17515277862548828
702,0.00180816650390625
703,0.020885467529296875
704,0.8359403610229492
705,0.0034236907958984375
706,0.004077911376953125
707,0.007504463195800781
708,0.000492095947265625
709,0.0068359375
710,0.00051116943359375
711,0.0009126663208007812
712,0.04284954071044922
713,0.017304420471191406
714,0.006615638732910156
715,0.04418182373046875
716,0.017086029052734375
717,0.006936073303222656
718,0.0011510848999023438
719,0.0021419525146484375
720,0.013971328735351562
721,0.03764057159423828
722,0.49645328521728516
723,0.006136894226074219
724,0.000431060791015625
725,0.0028810501098632812
726,0.07992172241210938
727,0.08197307586669922
728,0.0009641647338867188
729,0.0073528289794921875
730,0.006022453308105469
731,0.017961502075195312
732,0.020864486694335938
733,0.0017976760864257812
734,0.0033998489379882812
735,0.046466827392578125
736,0.008803367614746094
737,0.004137992858886719
738,0.026899337768554688
739,0.0013666152954101562
740,0.06963348388671875
741,0.008324623107910156
742,0.07129573822021484
743,0.07668781280517578
744,0.006969451904296875
745,0.03212547302246094
746,0.0010166168212890625
747,0.00022125244140625
748,0.07210540771484375
749,18.192676544189453
750,0.016910552978515625
751,0.031620025634765625
752,0.04107093811035156
753,0.0051727294921875
754,0.06025981903076172
755,0.0412139892578125
756,0.039992332458496094
757,0.16135787963867188
758,0.000820159912109375
759,0.017228126525878906
760,0.003922462463378906
761,0.0038480758666992188
762,0.0018167495727539062
763,0.06235504150390625
764,0.009614944458007812
765,0.01751232147216797
766,0.032372474670410156
767,0.005764961242675781
768,0.15906047821044922
769,0.006178855895996094
770,0.025216102600097656
771,0.00421905517578125
772,0.0152740478515625
773,0.0006704330444335938
774,0.004532814025878906
775,3.4332275390625e-05
776,0.0038003921508789062
777,0.007521629333496094
778,0.0002689361572265625
779,0.020450592041015625
780,0.004984855651855469
781,6.247828483581543
782,0.09121513366699219
783,0.000823974609375
784,0.0968160629272461
785,0.0031557083129882812
786,0.2349710464477539
787,1.7641229629516602
788,0.004550933837890625
789,0.955784797668457
790,0.059601783752441406
791,0.00013637542724609375
792,0.0003376007080078125
793,0.03443145751953125
794,0.04608440399169922
795,0.1254119873046875
796,0.03515625
797,0.10595703125
798,0.44840240478515625
799,0.026175498962402344
800,0.00033092498779296875
801,0.00019168853759765625
802,0.00017070770263671875
803,0.5753927230834961
804,0.00043773651123046875
805,0.11367511749267578
806,0.41950225830078125
807,0.02845287322998047
808,0.007639884948730469
809,0.0013141632080078125
810,0.024248123168945312
811,0.0027637481689453125
812,0.0011091232299804688
813,0.0031452178955078125
814,0.23642539978027344
815,0.15182018280029297
816,0.0026960372924804688
817,0.026157379150390625
818,0.10048389434814453
819,0.5741691589355469
820,0.013322830200195312
821,0.0043621063232421875
822,0.0021953582763671875
823,0.7853355407714844
824,0.02834606170654297
825,0.05563926696777344
826,0.17844295501708984
827,0.010724067687988281
828,0.0011320114135742188
829,0.02133941650390625
830,0.11658859252929688
831,0.01251983642578125
832,0.0009365081787109375
833,0.0008563995361328125
834,0.012642860412597656
835,0.23486328125
836,0.0004863739013671875
837,0.02147674560546875
838,0.04964447021484375
839,0.0021562576293945312
840,0.06061744689941406
841,0.0001239776611328125
842,0.45452022552490234
843,0.03730201721191406
844,0.008890151977539062
845,0.019805908203125
846,0.041306495666503906
847,0.026788711547851562
848,0.0013818740844726562
849,0.006810188293457031
850,0.0006933212280273438
851,0.002880096435546875
852,0.00016880035400390625
853,0.037964820861816406
854,0.005105018615722656
855,1.1401329040527344
856,0.010947227478027344
857,0.0021953582763671875
858,0.006985664367675781
859,0.0017261505126953125
860,0.05018329620361328
861,0.013393402099609375
862,0.0008134841918945312
863,0.005469322204589844
864,0.0009889602661132812
865,0.001575469970703125
866,0.051314353942871094
867,0.010007858276367188
868,0.009621620178222656
869,0.0001926422119140625
870,0.028975486755371094
871,0.09583568572998047
872,0.0010461807250976562
873,0.766077995300293
874,0.1571187973022461
875,0.016527175903320312
876,0.8891839981079102
877,0.012804031372070312
878,6.581986427307129
879,0.0014524459838867188
880,0.2970237731933594
881,0.0021419525146484375
882,0.004120826721191406
883,0.011890411376953125
884,0.02581787109375
885,0.03335380554199219
886,0.13495826721191406
887,0.0068206787109375
888,0.03113269805908203
889,0.0014047622680664062
890,0.0015974044799804688
891,0.75390625
892,0.0394439697265625
893,0.00029468536376953125
894,0.05527019500732422
895,0.016124725341796875
896,0.012166023254394531
897,0.014254570007324219
898,0.018247604370117188
899,0.00032806396484375
900,0.001178741455078125
901,0.09006500244140625
902,6.456670761108398
903,0.043834686279296875
904,0.02714252471923828
905,0.2907867431640625
906,0.0034656524658203125
907,0.20483016967773438
908,0.0022335052490234375
909,0.004689216613769531
910,1.3420600891113281
911,0.0042514801025390625
912,0.008069992065429688
913,0.00031280517578125
914,0.012462615966796875
915,0.09223079681396484
916,0.13250732421875
917,0.0005292892456054688
918,1.7517013549804688
919,0.009863853454589844
920,0.0026330947875976562
921,0.0005865097045898438
922,0.0016040802001953125
923,0.015081405639648438
924,0.39373302459716797
925,0.04311370849609375
926,0.00041961669921875
927,0.003162384033203125
928,0.006115913391113281
929,0.0018062591552734375
930,0.16186904907226562
931,0.0002460479736328125
932,0.003665924072265625
933,0.0018558502197265625
934,0.00024127960205078125
935,0.13382244110107422
936,0.385009765625
937,0.04959869384765625
938,0.0013456344604492188
939,1.6166839599609375
940,0.0013256072998046875
941,0.0035848617553710938
942,0.07353878021240234
943,0.2945079803466797
944,0.0034618377685546875
945,0.09597301483154297
946,0.003856658935546875
947,0.0017957687377929688
948,0.01585674285888672
949,0.09285354614257812
950,0.046814918518066406
951,0.013291358947753906
952,0.0065250396728515625
953,0.08013629913330078
954,0.0058765411376953125
955,0.00061798095703125
956,0.0003376007080078125
957,0.0009202957153320312
958,0.028626441955566406
959,0.01911163330078125
960,0.002079010009765625
961,0.011424064636230469
962,0.008545875549316406
963,0.03468799591064453
964,0.3933391571044922
965,0.00331878662109375
966,0.03716754913330078
967,0.6922216415405273
968,0.0034093856811523438
969,0.001125335693359375
970,0.0020084381103515625
971,0.0003299713134765625
972,0.343414306640625
973,0.029758453369140625
974,0.06518268585205078
975,0.08111858367919922
976,0.025114059448242188
977,0.007143974304199219
978,0.0005931854248046875
979,0.004253387451171875
980,0.0020093917846679688
981,0.010415077209472656
982,0.0017681121826171875
983,0.02233600616455078
984,0.8015766143798828
985,0.004108428955078125
986,0.09539031982421875
987,0.0001659393310546875
988,0.4361429214477539
989,0.18732357025146484
990,0.023036956787109375
991,0.0240631103515625
992,0.026897430419921875
993,0.002410888671875
994,0.05480766296386719
995,0.053084373474121094
996,0.014912605285644531
997,0.0057525634765625
998,0.15981101989746094
999,4.100799560546875e-05
1000,0.0017023086547851562
1001,1.3070955276489258
1002,0.00116729736328125
1003,0.06284046173095703
1004,0.013983726501464844
1005,0.004904747009277344
1006,0.012658119201660156
1007,0.005863189697265625
1008,0.000965118408203125
1009,0.008867263793945312
1010,0.015974998474121094
1011,0.0005102157592773438
1012,0.007313728332519531
1013,0.1383981704711914
1014,0.008724212646484375
1015,0.11700057983398438
1016,6.4849853515625e-05
1017,0.005927085876464844
1018,0.015639305114746094
1019,0.009796142578125
1020,0.005537986755371094
1021,0.006197929382324219
1022,0.0015001296997070312
1023,0.08174991607666016
1024,0.012257575988769531
1025,0.0032987594604492188
1026,0.009046554565429688
1027,0.000240325927734375
1028,0.0028858184814453125
1029,0.003139495849609375
1030,0.004897117614746094
1031,0.004014015197753906
1032,1.1122331619262695
1033,0.011686325073242188
1034,0.0011682510375976562
1035,0.05066871643066406
1036,0.017181396484375
1037,0.0083160400390625
1038,0.00035762786865234375
1039,0.0013103485107421875
1040,0.0011510848999023438
1041,6.180515289306641
1042,1.6714744567871094
1043,0.0024547576904296875
1044,0.017633438110351562
1045,0.005341529846191406
1046,8.273063659667969
1047,0.07868576049804688
1048,0.00109100341796875
1049,0.005028724670410156
1050,0.1053628921508789
1051,0.005187034606933594
1052,6.867057800292969
1053,0.00028324127197265625
1054,0.036416053771972656
1055,0.0006589889526367188
1056,0.037583351135253906
1057,0.014050483703613281
1058,0.0005426406860351562
1059,0.0006046295166015625
1060,0.0028076171875
1061,3.4332275390625e-05
1062,0.004996299743652344
1063,0.0036382675170898438
1064,0.06366539001464844
1065,0.0017910003662109375
1066,0.0005121231079101562
1067,0.0022296905517578125
1068,0.3410186767578125
1069,0.0033283233642578125
1070,0.001190185546875
1071,0.015804290771484375
1072,0.0031890869140625
1073,0.001148223876953125
1074,4.57763671875e-05
1075,0.5199947357177734
1076,0.0402069091796875
1077,0.017086029052734375
1078,0.07791805267333984
1079,0.0031385421752929688
1080,0.0060596466064453125
1081,0.008214950561523438
1082,0.0019483566284179688
1083,0.00048351287841796875
1084,0.008617401123046875
1085,0.002960205078125
1086,1.1390666961669922
1087,0.006305694580078125
1088,0.94384765625
1089,0.0788412094116211
1090,0.00084686279296875
1091,0.6101140975952148
1092,0.040088653564453125
1093,0.06506729125976562
1094,0.18222904205322266
1095,1.4787235260009766
1096,0.0015993118286132812
1097,0.000537872314453125
1098,0.0021991729736328125
1099,0.28610897064208984
1100,0.04347801208496094
1101,0.6147756576538086
1102,0.007366180419921875
1103,0.0006895065307617188
1104,0.29281139373779297
1105,0.0015535354614257812
1106,0.004494667053222656
1107,0.012953758239746094
1108,0.0010433197021484375
1109,0.0010175704956054688
1110,0.0013952255249023438
1111,0.08159065246582031
1112,0.00083160400390625
1113,0.0001430511474609375
1114,0.0026950836181640625
1115,0.006007194519042969
1116,0.00041484832763671875
1117,0.07310199737548828
1118,0.0002841949462890625
1119,0.0030727386474609375
1120,0.005863189697265625
1121,2.8490829467773438
1122,0.027566909790039062
1123,0.002216339111328125
1124,21.33888053894043
1125,0.00046634674072265625
1126,0.0015783309936523438
1127,0.007366180419921875
1128,0.0860443115234375
1129,5.656517028808594
1130,0.0014371871948242188
1131,0.0006742477416992188
1132,0.1968984603881836
1133,0.08733367919921875
1134,0.0023956298828125
1135,0.49761390686035156
1136,0.0028667449951171875
1137,0.07448101043701172
1138,0.020587921142578125
1139,0.008223533630371094
1140,0.0031137466430664062
1141,0.022126197814941406
1142,0.006459236145019531
1143,0.03203582763671875
1144,0.0052700042724609375
1145,0.049567222595214844
1146,0.00258636474609375
1147,0.008456230163574219
1148,0.11011886596679688
1149,0.061287879943847656
1150,0.0038614273071289062
1151,0.0045166015625
1152,0.02921581268310547
1153,0.0020294189453125
1154,0.0010623931884765625
1155,0.004139900207519531
1156,0.056220054626464844
1157,0.0264434814453125
1158,0.03031635284423828
1159,0.016042709350585938
1160,0.008389472961425781
1161,0.012750625610351562
1162,0.001636505126953125
1163,0.28205204010009766
1164,0.04944419860839844
1165,0.0047607421875
1166,0.13115215301513672
1167,0.0037374496459960938
1168,0.0031490325927734375
1169,0.013219833374023438
1170,0.06658363342285156
1171,0.010199546813964844
1172,0.0007104873657226562
1173,0.02083110809326172
1174,0.0007944107055664062
1175,0.00024127960205078125
1176,0.0007352828979492188
1177,0.017791748046875
1178,0.0020761489868164062
1179,0.042733192443847656
1180,0.0028486251831054688
1181,0.0002651214599609375
1182,0.0014982223510742188
1183,0.0008220672607421875
1184,0.03428363800048828
1185,0.06753921508789062
1186,0.027950286865234375
1187,0.15441417694091797
1188,0.006137847900390625
1189,0.006163597106933594
1190,0.0025548934936523438
1191,0.02483081817626953
1192,0.004181861877441406
1193,0.04666709899902344
1194,0.007889747619628906
1195,0.02750682830810547
1196,0.0007200241088867188
1197,0.0024347305297851562
1198,0.0047054290771484375
1199,0.3380899429321289
1200,0.007816314697265625
1201,0.07190418243408203
1202,0.06698799133300781
1203,0.038387298583984375
1204,0.0005626678466796875
1205,0.0005140304565429688
1206,0.0007562637329101562
1207,0.010753631591796875
1208,0.14559459686279297
1209,0.21720600128173828
1210,0.0006084442138671875
1211,0.061570167541503906
1212,0.0004987716674804688
1213,0.003326416015625
1214,0.0039806365966796875
1215,0.10498046875
1216,0.09883880615234375
1217,0.011351585388183594
1218,0.0005474090576171875
1219,1.0069284439086914
1220,0.0018825531005859375
1221,0.01373291015625
1222,0.05169105529785156
1223,0.0036420822143554688
1224,0.010259628295898438
1225,0.00043392181396484375
1226,0.0899972915649414
